Id,Type,Code,Name,Address1,Address2,Town,County,Country,PostCode,Telephone,FAX,Group_1,Group_2,Group_3,Group_4,Text_1,Text_2,Text_3,Text_4,Text_5,Number_1,Number_2,Number_3,Number_4,Number_5,Notes,Last_Update,Last_User,EMailNumber,Link_1,Link_2,Link_3,Link_4,Link_5,Checksum,NI_Building_Type,NI_Building_Category,Status,Number_6,Number_7,Number_8,Number_9,Number_10,Text_6,Text_7,Text_8,Text_9,Text_10,Factor_Region_Id,Latitude,Longitude
1503,*,,SAT : Dumfries DC (969),"Unit2, 78 Glasgow Street",,Dumfries,,,DG2 9AQ,,,0,0,0,0,,,,,,0,0,0,0,0,,2023-02-07 10:14:15.000,becky.jardine,Dumfries.DC@satcol.org,,,,,,101481901,0,0,0,0,0,0,0,0,,,,,,280,0,0
1490,*,BBA1611-0001,CLA : Stafford Road,TBS,Land to Rear of 13-73 Old School Place,London,,,CR0 4GB,,,0,0,0,70,08/08/2023,,,,,0,0,0,0,0,,2022-10-12 16:32:15.000,paul.mallett,,,,,,,-834327696,0,0,0,0,0,0,0,0,,,,,,280,0,0
1499,*,BBA1096-1259,SAT : Sunderland DC (968),Unit 2 Hylton Retail Park,Timber Beach Road,Sunderland,,,SR5 3XG,0191 524 0348,,0,0,0,0,,,,,968,559.64,0,0,0,0,,2023-03-15 15:49:52.000,paul.mallett,sunderland.dc@satcol.org,,,,,,1801677815,0,0,0,0,0,0,0,0,,,,,,280,0,0
1502,*,BBA1096-1262,SAT : Folkestone DC (966),"Unit D2, West Park Farm North Retail Park",Park Farm Road,Folkestone,,,CT19 5FF,,,0,0,0,0,,,,,966,326.18,0,0,0,0,,2023-03-15 15:49:13.000,paul.mallett,,,,,,,1971292401,0,0,0,0,0,0,0,0,,,,,,280,0,0
1506,*,BBA1096-1263,SAT : Lichfield DC (970),Eastern Avenue,,Lichfield,,,WS13 6UZ,,,0,0,0,0,,,,,970,0,0,0,0,0,,2023-02-20 11:56:03.000,paul.mallett,,,,,,,-473629578,0,0,0,0,0,0,0,0,,,,,,280,0,0
1507,NULL,BBA1568-1078,SCL : Bridge House,Suite 2 1st Floor Bridge House,Courtenay Street,Newton Abbot,,,TQ12 2QS,,,0,0,0,0,,,,,,0,0,0,0,0,,2023-02-23 11:11:32.000,lesley.lawther,,,,,,,1819745426,0,0,0,0,0,0,0,0,,,,,,280,0,0
1509,*,BBA1096-1264,SAT : Durham (965),"Unit 5, Dragonville Retail Park",Dragon Lane,Durham,,,DH1 2WP,,,0,0,0,0,,,,,,0,0,0,0,0,,2023-03-10 17:49:14.000,paul.mallett,,,,,,,1756855412,0,0,0,0,0,0,0,0,,,,,,0,0,0
1510,NULL,BBA1612-0001,DDH : Docklands Dental House,51 Barking Road,,London,,,E16 4HB,0208 994 6202,,0,0,0,0,,,,,,0,0,0,0,0,,2023-03-22 15:39:55.000,paul.mallett,,,,,,,613843825,0,0,0,0,0,0,0,0,,,,,,0,0,0
1511,*,BBA1096-1265,SAT : Barrhead DC,Unit 2 Corsemill Place,,Barrhead,,,G78 1BF,,,0,0,0,0,,,,,,0,0,0,0,0,,2023-03-23 14:03:25.000,paul.mallett,,,,,,,-973804352,0,0,0,0,0,0,0,0,,,,,,0,0,0
1512,NULL,BBA0611-0339,LEI : Whetstone - COT'd,"Enderby Road Industrial Estate, Whetstone",,Leicestershire,,,LE8 6HZ,,,0,0,0,0,,,,,,0,0,0,0,0,,2025-12-16 14:46:16.000,becky.jardine,,,,,,,402182165,0,0,276,0,0,0,0,0,,,,,,280,0,0
1514,*,BBA1096-1267,SAT : Cheltenham DC (967),Former Barclays Bank,Rutherford Way,Cheltenham,,,GL51 9TU,,,0,0,0,0,,,,,967,0,0,0,0,0,Date of Responsibility 05/12/22,2023-08-16 08:53:57.000,paul.mallett,,,,,,,355356883,0,0,278,0,0,0,0,0,,,,,,280,0,0
1515,NULL,BBA0611-0339,LEI : Unit 2 Welford Road,"Unit 2 ",103 Welford Road,Leicester,Leicestershire,,LE2 7QS,,,0,0,0,75,01/03/2024,,,,,0,0,0,0,0,,2023-06-13 11:52:39.000,kim.dring,,,,,,,-2132772868,0,0,0,0,0,0,0,0,,,,,,280,0,0
1516,NULL,BBA0611-0340,LEI : Unit 3 Welford Road,Unit 3,103 Welford Road,Leicester,Leicestershire,,LE2 7QS,,,0,0,0,75,01/03/2024,,,,,0,0,0,0,0,,2023-06-13 11:52:53.000,kim.dring,,,,,,,-2075579291,0,0,0,0,0,0,0,0,,,,,,280,0,0
1517,*,BBA1096-1266,SAT : Guildford DC (961),19 Woodbridge Road,,Guildford,,,GU1 1DY,,,0,0,0,0,,,,,,0,0,0,0,0,,2023-06-22 15:57:31.000,paul.mallett,,,,,,,-182354693,0,0,0,0,0,0,0,0,,,,,,0,0,0
1518,NULL,BBA0611-0341,LEI: Oaks Park,Wigston Road,,Leicester,,,LE2 5QG,,,0,0,0,0,,,,,,0,0,0,0,0,,2023-08-15 15:53:51.000,becky.jardine,,,,,,,-618902568,0,0,0,0,0,0,0,0,,,,,,280,0,0
1519,*,BBA1096-1268,SAT : Airdrie DC (962),"Units 1 & 2, Airdrie Retail Park",Gartlea Road,Airdrie,,,ML6 9JB,,,0,0,0,0,,,,,,0,0,0,0,0,,2023-08-24 10:39:43.000,paul.mallett,,,,,,,-163403807,0,0,0,0,0,0,0,0,,,,,,280,0,0
1520,NULL,,CWC : Sports Hall,"126 East Ferry Road ",,"London ",,,E14 9FP,,,0,0,0,0,,,,,,0,0,0,0,0,,2024-04-30 13:48:01.000,becky.jardine,,,,,,,-88116274,0,0,278,0,0,0,0,0,,,,,,280,0,0
1521,*,BBA1568-1078,WTW - St Austell,Trinity Street,,St Austell,,,PL25 5LS,,,0,0,0,0,,,,,,0,0,0,0,0,,2024-05-07 11:09:18.000,becky.jardine,,,,,,,-1720862911,0,0,278,0,0,0,0,0,,,,,,280,0,0
1496,*,BBA1611-0008,CLA : Waxwell Lane - CLOSED,TBS Waxwell Lane Car Park,Waxwell Lane,Pinner,Middlesex,,HA5 3EN,,,0,0,0,70,08/08/2023,,,,,0,0,0,0,0,,2023-03-21 14:50:44.000,kim.dring,,,,,,,144706148,0,0,0,0,0,0,0,0,,,,,,280,0,0
1504,*,BBA1611-0010,Hanover Street,13-14 4th Floor Hanover Street,,London,,,W1S 1YH,,,0,0,0,70,08/08/2023,,,,,0,0,0,0,0,,2023-03-22 15:38:06.000,paul.mallett,,,,,,,871386083,0,0,0,0,0,0,0,0,,,,,,0,0,0
1505,*,BBA1611-0010,CLA : Hanover Street,13-14 4th Floor Hanover Street,,London,,,W1S 1YH,,,0,0,0,70,08/08/2023,,,,,0,0,0,0,0,,2023-02-14 15:35:48.000,kim.dring,,,,,,,-1719691197,0,0,0,0,0,0,0,0,,,,,,0,0,0
428,NULL,BBA1601-0001,FPM : Forward Property Group (Crest),Forward Property Groupt Ltd,"Limosa House, Block 2 Tanhouse Lane",Widnes,Cheshire,,WA6 0RR,,,0,0,0,76,23/05/2024,,,,,0,0,0,0,0,,2023-06-01 11:52:02.000,becky.jardine,,,,,,,-1080670196,0,0,0,0,0,0,0,0,,,,,,280,0,0
454,NULL,BBA1602-0001,DBL : Drink Biggleswade,"2 Station Chambers ",Station Road,Biggleswade,,,SG18 8AH,07826544593,,0,0,0,0,11/08/2021,,,,,0,0,0,0,0,,2020-10-01 12:55:27.000,lesley.lawther,,,,,,,13715468,0,0,0,0,0,0,0,0,,,,,,0,0,0
456,*,BBA1596-0030,MPX : Western Yards,Corner of Blackfriars Road and Southwark Street,,London,,,SE1 9UF,,,0,0,0,70,31/12/2020,,,,,0,0,0,0,0,,2023-01-11 15:59:36.000,kim.dring,,,,,,,-572375828,0,0,276,0,0,0,0,0,,,,,,280,0,0
1469,*,BBA1096-1249,SAT : Chippenham DC (981),21 New Road,,Chippenham,,,SN15 1HS,01249 736605,,0,0,0,0,,,,,981,313,0,0,0,0,,2022-11-16 11:24:52.000,paul.mallett,chippenham.DC@satcol.org,,,,,,1631179837,0,0,0,0,0,0,0,0,,,,,,280,0,0
1472,*,BBA1609-0001,BFD : One Leadenhall,One Leadenhall Court,1 Leadenhall Street,London,,,EC3V 1AB,,,0,0,0,70,07/11/2022,,,,,0,0,0,0,0,,2024-01-11 14:54:31.000,becky.jardine,,,,,,,1283616165,0,0,276,0,0,0,0,0,,,,,,280,0,0
1474,*,BBA1096-1251,SAT : Hagley Road DC (978),"Unit 1, 349 Hagley Road Retail Park",,Birmingham,,,B32 2AL,0121 820 8357,,0,0,0,0,,,,,978,471,0,0,0,0,,2022-11-16 18:08:55.000,paul.mallett,HagleyRoad.DC@satcol.org,,,,,,-1307150307,0,0,0,0,0,0,0,0,,,,,,280,0,0
1475,NULL,BBA1592-0006,SSW : Orpheus Cinema,Northumbria Drive,,Bristol,,,BS9 4HN,,,0,0,0,0,16/05/2024,,,,,0,0,0,0,0,,2023-06-01 12:24:31.000,becky.jardine,mark.williams@wtwcinemas.co.uk,,,,,,-1803053034,0,0,0,0,0,0,0,0,,,,,,280,0,0
1479,*,BBA1600-0002,AED : Amble Electrical Sandy,24-26 Gosforth Close,,Sandy,,,SG19 1RB,,,0,0,0,0,,,,,,0,0,0,0,0,,2022-10-03 14:38:29.000,becky.jardine,,,,,,,790106480,0,0,276,0,0,0,0,0,,,,,,280,0,0
1487,*,BBA1611-0001,CLA : Stafford Road,TBS,Land to Rear of 13 - 73 Old School Place,London,,,CR0 4GB,,,0,0,0,0,08/08/2023,,,,,0,0,0,0,0,,2022-10-12 16:31:40.000,paul.mallett,,,,,,,1846367182,0,0,0,0,0,0,0,0,,,,,,280,0,0
1508,*,BBA1096-1263,"SAT : Newbury Support Warehouse ","Unit 2, Faraday Road",,Newbury,,,RG14 2AD,,,0,0,0,0,,,,,,0,0,0,0,0,,2023-03-10 17:28:55.000,paul.mallett,Newbury.DC@satcol.org,,,,,,53791007,0,0,0,0,0,0,0,0,,,,,,280,0,0
